Measure	Value	Library
Filename	JVD95_R1_rmphix.fq.gz	JVD95_R1_rmphix_fastqc
File type	Conventional base calls	JVD95_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD95_R1_rmphix_fastqc
Total Sequences	28467596	JVD95_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVD95_R1_rmphix_fastqc
Sequence length	50-151	JVD95_R1_rmphix_fastqc
%GC	60	JVD95_R1_rmphix_fastqc
Filename	JVD95_R2_rmphix.fq.gz	JVD95_R2_rmphix_fastqc
File type	Conventional base calls	JVD95_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD95_R2_rmphix_fastqc
Total Sequences	28467596	JVD95_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVD95_R2_rmphix_fastqc
Sequence length	50-151	JVD95_R2_rmphix_fastqc
%GC	60	JVD95_R2_rmphix_fastqc
Filename	JVD96_R1_rmphix.fq.gz	JVD96_R1_rmphix_fastqc
File type	Conventional base calls	JVD96_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD96_R1_rmphix_fastqc
Total Sequences	32127158	JVD96_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVD96_R1_rmphix_fastqc
Sequence length	50-151	JVD96_R1_rmphix_fastqc
%GC	59	JVD96_R1_rmphix_fastqc
Filename	JVD96_R2_rmphix.fq.gz	JVD96_R2_rmphix_fastqc
File type	Conventional base calls	JVD96_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD96_R2_rmphix_fastqc
Total Sequences	32127158	JVD96_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVD96_R2_rmphix_fastqc
Sequence length	50-151	JVD96_R2_rmphix_fastqc
%GC	59	JVD96_R2_rmphix_fastqc
Filename	JVD97_R1_rmphix.fq.gz	JVD97_R1_rmphix_fastqc
File type	Conventional base calls	JVD97_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD97_R1_rmphix_fastqc
Total Sequences	26841802	JVD97_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVD97_R1_rmphix_fastqc
Sequence length	50-151	JVD97_R1_rmphix_fastqc
%GC	60	JVD97_R1_rmphix_fastqc
Filename	JVD97_R2_rmphix.fq.gz	JVD97_R2_rmphix_fastqc
File type	Conventional base calls	JVD97_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD97_R2_rmphix_fastqc
Total Sequences	26841802	JVD97_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVD97_R2_rmphix_fastqc
Sequence length	50-151	JVD97_R2_rmphix_fastqc
%GC	60	JVD97_R2_rmphix_fastqc
Filename	JVD98_R1_rmphix.fq.gz	JVD98_R1_rmphix_fastqc
File type	Conventional base calls	JVD98_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD98_R1_rmphix_fastqc
Total Sequences	32593639	JVD98_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVD98_R1_rmphix_fastqc
Sequence length	50-151	JVD98_R1_rmphix_fastqc
%GC	61	JVD98_R1_rmphix_fastqc
Filename	JVD98_R2_rmphix.fq.gz	JVD98_R2_rmphix_fastqc
File type	Conventional base calls	JVD98_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD98_R2_rmphix_fastqc
Total Sequences	32593639	JVD98_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVD98_R2_rmphix_fastqc
Sequence length	50-151	JVD98_R2_rmphix_fastqc
%GC	61	JVD98_R2_rmphix_fastqc
Filename	JVD99_R1_rmphix.fq.gz	JVD99_R1_rmphix_fastqc
File type	Conventional base calls	JVD99_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD99_R1_rmphix_fastqc
Total Sequences	27609303	JVD99_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVD99_R1_rmphix_fastqc
Sequence length	50-151	JVD99_R1_rmphix_fastqc
%GC	59	JVD99_R1_rmphix_fastqc
Filename	JVD99_R2_rmphix.fq.gz	JVD99_R2_rmphix_fastqc
File type	Conventional base calls	JVD99_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD99_R2_rmphix_fastqc
Total Sequences	27609303	JVD99_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVD99_R2_rmphix_fastqc
Sequence length	50-151	JVD99_R2_rmphix_fastqc
%GC	59	JVD99_R2_rmphix_fastqc
Filename	JVN10_R1_rmphix.fq.gz	JVN10_R1_rmphix_fastqc
File type	Conventional base calls	JVN10_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN10_R1_rmphix_fastqc
Total Sequences	28644920	JVN10_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN10_R1_rmphix_fastqc
Sequence length	50-151	JVN10_R1_rmphix_fastqc
%GC	64	JVN10_R1_rmphix_fastqc
Filename	JVN10_R2_rmphix.fq.gz	JVN10_R2_rmphix_fastqc
File type	Conventional base calls	JVN10_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN10_R2_rmphix_fastqc
Total Sequences	28644920	JVN10_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN10_R2_rmphix_fastqc
Sequence length	50-151	JVN10_R2_rmphix_fastqc
%GC	64	JVN10_R2_rmphix_fastqc
Filename	JVN113_R1_rmphix.fq.gz	JVN113_R1_rmphix_fastqc
File type	Conventional base calls	JVN113_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN113_R1_rmphix_fastqc
Total Sequences	28243042	JVN113_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN113_R1_rmphix_fastqc
Sequence length	50-151	JVN113_R1_rmphix_fastqc
%GC	63	JVN113_R1_rmphix_fastqc
Filename	JVN113_R2_rmphix.fq.gz	JVN113_R2_rmphix_fastqc
File type	Conventional base calls	JVN113_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN113_R2_rmphix_fastqc
Total Sequences	28243042	JVN113_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN113_R2_rmphix_fastqc
Sequence length	50-151	JVN113_R2_rmphix_fastqc
%GC	64	JVN113_R2_rmphix_fastqc
Filename	JVN114_R1_rmphix.fq.gz	JVN114_R1_rmphix_fastqc
File type	Conventional base calls	JVN114_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN114_R1_rmphix_fastqc
Total Sequences	25803591	JVN114_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN114_R1_rmphix_fastqc
Sequence length	50-151	JVN114_R1_rmphix_fastqc
%GC	64	JVN114_R1_rmphix_fastqc
Filename	JVN114_R2_rmphix.fq.gz	JVN114_R2_rmphix_fastqc
File type	Conventional base calls	JVN114_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN114_R2_rmphix_fastqc
Total Sequences	25803591	JVN114_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN114_R2_rmphix_fastqc
Sequence length	50-151	JVN114_R2_rmphix_fastqc
%GC	64	JVN114_R2_rmphix_fastqc
Filename	JVN115_R1_rmphix.fq.gz	JVN115_R1_rmphix_fastqc
File type	Conventional base calls	JVN115_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN115_R1_rmphix_fastqc
Total Sequences	25989252	JVN115_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN115_R1_rmphix_fastqc
Sequence length	50-151	JVN115_R1_rmphix_fastqc
%GC	63	JVN115_R1_rmphix_fastqc
Filename	JVN115_R2_rmphix.fq.gz	JVN115_R2_rmphix_fastqc
File type	Conventional base calls	JVN115_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN115_R2_rmphix_fastqc
Total Sequences	25989252	JVN115_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN115_R2_rmphix_fastqc
Sequence length	50-151	JVN115_R2_rmphix_fastqc
%GC	63	JVN115_R2_rmphix_fastqc
Filename	JVN116_R1_rmphix.fq.gz	JVN116_R1_rmphix_fastqc
File type	Conventional base calls	JVN116_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN116_R1_rmphix_fastqc
Total Sequences	25750567	JVN116_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN116_R1_rmphix_fastqc
Sequence length	50-151	JVN116_R1_rmphix_fastqc
%GC	65	JVN116_R1_rmphix_fastqc
Filename	JVN116_R2_rmphix.fq.gz	JVN116_R2_rmphix_fastqc
File type	Conventional base calls	JVN116_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN116_R2_rmphix_fastqc
Total Sequences	25750567	JVN116_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN116_R2_rmphix_fastqc
Sequence length	50-151	JVN116_R2_rmphix_fastqc
%GC	65	JVN116_R2_rmphix_fastqc
Filename	JVN117_R1_rmphix.fq.gz	JVN117_R1_rmphix_fastqc
File type	Conventional base calls	JVN117_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN117_R1_rmphix_fastqc
Total Sequences	28972953	JVN117_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN117_R1_rmphix_fastqc
Sequence length	50-151	JVN117_R1_rmphix_fastqc
%GC	64	JVN117_R1_rmphix_fastqc
Filename	JVN117_R2_rmphix.fq.gz	JVN117_R2_rmphix_fastqc
File type	Conventional base calls	JVN117_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN117_R2_rmphix_fastqc
Total Sequences	28972953	JVN117_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN117_R2_rmphix_fastqc
Sequence length	50-151	JVN117_R2_rmphix_fastqc
%GC	64	JVN117_R2_rmphix_fastqc
Filename	JVN118_R1_rmphix.fq.gz	JVN118_R1_rmphix_fastqc
File type	Conventional base calls	JVN118_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN118_R1_rmphix_fastqc
Total Sequences	30395813	JVN118_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN118_R1_rmphix_fastqc
Sequence length	50-151	JVN118_R1_rmphix_fastqc
%GC	65	JVN118_R1_rmphix_fastqc
Filename	JVN118_R2_rmphix.fq.gz	JVN118_R2_rmphix_fastqc
File type	Conventional base calls	JVN118_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN118_R2_rmphix_fastqc
Total Sequences	30395813	JVN118_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN118_R2_rmphix_fastqc
Sequence length	50-151	JVN118_R2_rmphix_fastqc
%GC	65	JVN118_R2_rmphix_fastqc
Filename	JVN119_R1_rmphix.fq.gz	JVN119_R1_rmphix_fastqc
File type	Conventional base calls	JVN119_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN119_R1_rmphix_fastqc
Total Sequences	27110967	JVN119_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN119_R1_rmphix_fastqc
Sequence length	50-151	JVN119_R1_rmphix_fastqc
%GC	64	JVN119_R1_rmphix_fastqc
Filename	JVN119_R2_rmphix.fq.gz	JVN119_R2_rmphix_fastqc
File type	Conventional base calls	JVN119_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN119_R2_rmphix_fastqc
Total Sequences	27110967	JVN119_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN119_R2_rmphix_fastqc
Sequence length	50-151	JVN119_R2_rmphix_fastqc
%GC	64	JVN119_R2_rmphix_fastqc
Filename	JVN11_R1_rmphix.fq.gz	JVN11_R1_rmphix_fastqc
File type	Conventional base calls	JVN11_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN11_R1_rmphix_fastqc
Total Sequences	27203584	JVN11_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN11_R1_rmphix_fastqc
Sequence length	50-151	JVN11_R1_rmphix_fastqc
%GC	64	JVN11_R1_rmphix_fastqc
Filename	JVN11_R2_rmphix.fq.gz	JVN11_R2_rmphix_fastqc
File type	Conventional base calls	JVN11_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN11_R2_rmphix_fastqc
Total Sequences	27203584	JVN11_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN11_R2_rmphix_fastqc
Sequence length	50-151	JVN11_R2_rmphix_fastqc
%GC	64	JVN11_R2_rmphix_fastqc
Filename	JVN120_R1_rmphix.fq.gz	JVN120_R1_rmphix_fastqc
File type	Conventional base calls	JVN120_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN120_R1_rmphix_fastqc
Total Sequences	27342004	JVN120_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN120_R1_rmphix_fastqc
Sequence length	50-151	JVN120_R1_rmphix_fastqc
%GC	64	JVN120_R1_rmphix_fastqc
Filename	JVN120_R2_rmphix.fq.gz	JVN120_R2_rmphix_fastqc
File type	Conventional base calls	JVN120_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN120_R2_rmphix_fastqc
Total Sequences	27342004	JVN120_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN120_R2_rmphix_fastqc
Sequence length	50-151	JVN120_R2_rmphix_fastqc
%GC	64	JVN120_R2_rmphix_fastqc
Filename	JVN121_R1_rmphix.fq.gz	JVN121_R1_rmphix_fastqc
File type	Conventional base calls	JVN121_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN121_R1_rmphix_fastqc
Total Sequences	26075675	JVN121_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN121_R1_rmphix_fastqc
Sequence length	50-151	JVN121_R1_rmphix_fastqc
%GC	64	JVN121_R1_rmphix_fastqc
Filename	JVN121_R2_rmphix.fq.gz	JVN121_R2_rmphix_fastqc
File type	Conventional base calls	JVN121_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN121_R2_rmphix_fastqc
Total Sequences	26075675	JVN121_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN121_R2_rmphix_fastqc
Sequence length	50-151	JVN121_R2_rmphix_fastqc
%GC	64	JVN121_R2_rmphix_fastqc
Filename	JVN122_R1_rmphix.fq.gz	JVN122_R1_rmphix_fastqc
File type	Conventional base calls	JVN122_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN122_R1_rmphix_fastqc
Total Sequences	27285505	JVN122_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN122_R1_rmphix_fastqc
Sequence length	50-151	JVN122_R1_rmphix_fastqc
%GC	64	JVN122_R1_rmphix_fastqc
Filename	JVN122_R2_rmphix.fq.gz	JVN122_R2_rmphix_fastqc
File type	Conventional base calls	JVN122_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN122_R2_rmphix_fastqc
Total Sequences	27285505	JVN122_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN122_R2_rmphix_fastqc
Sequence length	50-151	JVN122_R2_rmphix_fastqc
%GC	65	JVN122_R2_rmphix_fastqc
Filename	JVN123_R1_rmphix.fq.gz	JVN123_R1_rmphix_fastqc
File type	Conventional base calls	JVN123_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN123_R1_rmphix_fastqc
Total Sequences	26069900	JVN123_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN123_R1_rmphix_fastqc
Sequence length	50-151	JVN123_R1_rmphix_fastqc
%GC	63	JVN123_R1_rmphix_fastqc
Filename	JVN123_R2_rmphix.fq.gz	JVN123_R2_rmphix_fastqc
File type	Conventional base calls	JVN123_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN123_R2_rmphix_fastqc
Total Sequences	26069900	JVN123_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN123_R2_rmphix_fastqc
Sequence length	50-151	JVN123_R2_rmphix_fastqc
%GC	63	JVN123_R2_rmphix_fastqc
Filename	JVN124_R1_rmphix.fq.gz	JVN124_R1_rmphix_fastqc
File type	Conventional base calls	JVN124_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN124_R1_rmphix_fastqc
Total Sequences	29062929	JVN124_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN124_R1_rmphix_fastqc
Sequence length	50-151	JVN124_R1_rmphix_fastqc
%GC	64	JVN124_R1_rmphix_fastqc
Filename	JVN124_R2_rmphix.fq.gz	JVN124_R2_rmphix_fastqc
File type	Conventional base calls	JVN124_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN124_R2_rmphix_fastqc
Total Sequences	29062929	JVN124_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN124_R2_rmphix_fastqc
Sequence length	50-151	JVN124_R2_rmphix_fastqc
%GC	64	JVN124_R2_rmphix_fastqc
Filename	JVN125_R1_rmphix.fq.gz	JVN125_R1_rmphix_fastqc
File type	Conventional base calls	JVN125_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN125_R1_rmphix_fastqc
Total Sequences	30483579	JVN125_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN125_R1_rmphix_fastqc
Sequence length	50-151	JVN125_R1_rmphix_fastqc
%GC	64	JVN125_R1_rmphix_fastqc
Filename	JVN125_R2_rmphix.fq.gz	JVN125_R2_rmphix_fastqc
File type	Conventional base calls	JVN125_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN125_R2_rmphix_fastqc
Total Sequences	30483579	JVN125_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN125_R2_rmphix_fastqc
Sequence length	50-151	JVN125_R2_rmphix_fastqc
%GC	64	JVN125_R2_rmphix_fastqc
Filename	JVN126_R1_rmphix.fq.gz	JVN126_R1_rmphix_fastqc
File type	Conventional base calls	JVN126_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN126_R1_rmphix_fastqc
Total Sequences	28721876	JVN126_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN126_R1_rmphix_fastqc
Sequence length	50-151	JVN126_R1_rmphix_fastqc
%GC	65	JVN126_R1_rmphix_fastqc
Filename	JVN126_R2_rmphix.fq.gz	JVN126_R2_rmphix_fastqc
File type	Conventional base calls	JVN126_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN126_R2_rmphix_fastqc
Total Sequences	28721876	JVN126_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN126_R2_rmphix_fastqc
Sequence length	50-151	JVN126_R2_rmphix_fastqc
%GC	65	JVN126_R2_rmphix_fastqc
Filename	JVN127_R1_rmphix.fq.gz	JVN127_R1_rmphix_fastqc
File type	Conventional base calls	JVN127_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN127_R1_rmphix_fastqc
Total Sequences	26840962	JVN127_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN127_R1_rmphix_fastqc
Sequence length	50-151	JVN127_R1_rmphix_fastqc
%GC	64	JVN127_R1_rmphix_fastqc
Filename	JVN127_R2_rmphix.fq.gz	JVN127_R2_rmphix_fastqc
File type	Conventional base calls	JVN127_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN127_R2_rmphix_fastqc
Total Sequences	26840962	JVN127_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN127_R2_rmphix_fastqc
Sequence length	50-151	JVN127_R2_rmphix_fastqc
%GC	64	JVN127_R2_rmphix_fastqc
Filename	JVN128_R1_rmphix.fq.gz	JVN128_R1_rmphix_fastqc
File type	Conventional base calls	JVN128_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN128_R1_rmphix_fastqc
Total Sequences	36644597	JVN128_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN128_R1_rmphix_fastqc
Sequence length	50-151	JVN128_R1_rmphix_fastqc
%GC	64	JVN128_R1_rmphix_fastqc
Filename	JVN128_R2_rmphix.fq.gz	JVN128_R2_rmphix_fastqc
File type	Conventional base calls	JVN128_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN128_R2_rmphix_fastqc
Total Sequences	36644597	JVN128_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN128_R2_rmphix_fastqc
Sequence length	50-151	JVN128_R2_rmphix_fastqc
%GC	64	JVN128_R2_rmphix_fastqc
Filename	JVN12_R1_rmphix.fq.gz	JVN12_R1_rmphix_fastqc
File type	Conventional base calls	JVN12_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN12_R1_rmphix_fastqc
Total Sequences	26491102	JVN12_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN12_R1_rmphix_fastqc
Sequence length	50-151	JVN12_R1_rmphix_fastqc
%GC	65	JVN12_R1_rmphix_fastqc
Filename	JVN12_R2_rmphix.fq.gz	JVN12_R2_rmphix_fastqc
File type	Conventional base calls	JVN12_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN12_R2_rmphix_fastqc
Total Sequences	26491102	JVN12_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN12_R2_rmphix_fastqc
Sequence length	50-151	JVN12_R2_rmphix_fastqc
%GC	65	JVN12_R2_rmphix_fastqc
Filename	JVN13_R1_rmphix.fq.gz	JVN13_R1_rmphix_fastqc
File type	Conventional base calls	JVN13_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN13_R1_rmphix_fastqc
Total Sequences	38761103	JVN13_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN13_R1_rmphix_fastqc
Sequence length	50-151	JVN13_R1_rmphix_fastqc
%GC	65	JVN13_R1_rmphix_fastqc
Filename	JVN13_R2_rmphix.fq.gz	JVN13_R2_rmphix_fastqc
File type	Conventional base calls	JVN13_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN13_R2_rmphix_fastqc
Total Sequences	38761103	JVN13_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN13_R2_rmphix_fastqc
Sequence length	50-151	JVN13_R2_rmphix_fastqc
%GC	65	JVN13_R2_rmphix_fastqc
Filename	JVN145_R1_rmphix.fq.gz	JVN145_R1_rmphix_fastqc
File type	Conventional base calls	JVN145_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN145_R1_rmphix_fastqc
Total Sequences	27523039	JVN145_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN145_R1_rmphix_fastqc
Sequence length	50-151	JVN145_R1_rmphix_fastqc
%GC	64	JVN145_R1_rmphix_fastqc
Filename	JVN145_R2_rmphix.fq.gz	JVN145_R2_rmphix_fastqc
File type	Conventional base calls	JVN145_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN145_R2_rmphix_fastqc
Total Sequences	27523039	JVN145_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN145_R2_rmphix_fastqc
Sequence length	50-151	JVN145_R2_rmphix_fastqc
%GC	64	JVN145_R2_rmphix_fastqc
Filename	JVN146_R1_rmphix.fq.gz	JVN146_R1_rmphix_fastqc
File type	Conventional base calls	JVN146_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN146_R1_rmphix_fastqc
Total Sequences	25710087	JVN146_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN146_R1_rmphix_fastqc
Sequence length	50-151	JVN146_R1_rmphix_fastqc
%GC	64	JVN146_R1_rmphix_fastqc
Filename	JVN146_R2_rmphix.fq.gz	JVN146_R2_rmphix_fastqc
File type	Conventional base calls	JVN146_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN146_R2_rmphix_fastqc
Total Sequences	25710087	JVN146_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN146_R2_rmphix_fastqc
Sequence length	50-151	JVN146_R2_rmphix_fastqc
%GC	64	JVN146_R2_rmphix_fastqc
Filename	JVN147_R1_rmphix.fq.gz	JVN147_R1_rmphix_fastqc
File type	Conventional base calls	JVN147_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN147_R1_rmphix_fastqc
Total Sequences	25902634	JVN147_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN147_R1_rmphix_fastqc
Sequence length	50-151	JVN147_R1_rmphix_fastqc
%GC	63	JVN147_R1_rmphix_fastqc
Filename	JVN147_R2_rmphix.fq.gz	JVN147_R2_rmphix_fastqc
File type	Conventional base calls	JVN147_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN147_R2_rmphix_fastqc
Total Sequences	25902634	JVN147_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN147_R2_rmphix_fastqc
Sequence length	50-151	JVN147_R2_rmphix_fastqc
%GC	63	JVN147_R2_rmphix_fastqc
Filename	JVN148_R1_rmphix.fq.gz	JVN148_R1_rmphix_fastqc
File type	Conventional base calls	JVN148_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN148_R1_rmphix_fastqc
Total Sequences	29639876	JVN148_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN148_R1_rmphix_fastqc
Sequence length	50-151	JVN148_R1_rmphix_fastqc
%GC	64	JVN148_R1_rmphix_fastqc
Filename	JVN148_R2_rmphix.fq.gz	JVN148_R2_rmphix_fastqc
File type	Conventional base calls	JVN148_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN148_R2_rmphix_fastqc
Total Sequences	29639876	JVN148_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN148_R2_rmphix_fastqc
Sequence length	50-151	JVN148_R2_rmphix_fastqc
%GC	64	JVN148_R2_rmphix_fastqc
Filename	JVN149_R1_rmphix.fq.gz	JVN149_R1_rmphix_fastqc
File type	Conventional base calls	JVN149_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN149_R1_rmphix_fastqc
Total Sequences	30799723	JVN149_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN149_R1_rmphix_fastqc
Sequence length	50-151	JVN149_R1_rmphix_fastqc
%GC	64	JVN149_R1_rmphix_fastqc
Filename	JVN149_R2_rmphix.fq.gz	JVN149_R2_rmphix_fastqc
File type	Conventional base calls	JVN149_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN149_R2_rmphix_fastqc
Total Sequences	30799723	JVN149_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN149_R2_rmphix_fastqc
Sequence length	50-151	JVN149_R2_rmphix_fastqc
%GC	64	JVN149_R2_rmphix_fastqc
Filename	JVN14_R1_rmphix.fq.gz	JVN14_R1_rmphix_fastqc
File type	Conventional base calls	JVN14_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN14_R1_rmphix_fastqc
Total Sequences	37251800	JVN14_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN14_R1_rmphix_fastqc
Sequence length	50-151	JVN14_R1_rmphix_fastqc
%GC	64	JVN14_R1_rmphix_fastqc
Filename	JVN14_R2_rmphix.fq.gz	JVN14_R2_rmphix_fastqc
File type	Conventional base calls	JVN14_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN14_R2_rmphix_fastqc
Total Sequences	37251800	JVN14_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVN14_R2_rmphix_fastqc
Sequence length	50-151	JVN14_R2_rmphix_fastqc
%GC	64	JVN14_R2_rmphix_fastqc
Filename	JVN150_R1_rmphix.fq.gz	JVN150_R1_rmphix_fastqc
File type	Conventional base calls	JVN150_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVN150_R1_rmphix_fastqc
Total Sequences	25610099	JVN150_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVN150_R1_rmphix_fastqc
Sequence length	50-151	JVN150_R1_rmphix_fastqc
%GC	64	JVN150_R1_rmphix_fastqc
Filename	JVN150_R2_rmphix.fq.gz	JVN150_R2_rmphix_fastqc
