SampleID	DNAID	Profile	Description	fwd1	rvs1	fwd2	rvs2	fwd3	rvs3	fwd4	rvs4	fwd5	rvs5	fwd6	rvs6
JEP10	JVN10	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN10_S141_L002_R1_001.fastq.gz	JVN10_S141_L002_R2_001.fastq.gz	JVN10_S205_L004_R1_001.fastq.gz	JVN10_S205_L004_R2_001.fastq.gz	JVN10_S112_L003_R1_001.fastq.gz	JVN10_S112_L003_R2_001.fastq.gz	JVN10_S112_L002_R1_001.fastq.gz	JVN10_S112_L002_R2_001.fastq.gz	JVN10_S112_L001_R1_001.fastq.gz	JVN10_S112_L001_R2_001.fastq.gz		
JEP11	JVN11	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN11_S142_L002_R1_001.fastq.gz	JVN11_S142_L002_R2_001.fastq.gz	JVN11_S206_L004_R1_001.fastq.gz	JVN11_S206_L004_R2_001.fastq.gz	JVN11_S113_L003_R1_001.fastq.gz	JVN11_S113_L003_R2_001.fastq.gz	JVN11_S113_L002_R1_001.fastq.gz	JVN11_S113_L002_R2_001.fastq.gz	JVN11_S113_L001_R1_001.fastq.gz	JVN11_S113_L001_R2_001.fastq.gz		
JEP113	JVN113	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN113_S204_L002_R1_001.fastq.gz	JVN113_S204_L002_R2_001.fastq.gz	JVN113_S268_L004_R1_001.fastq.gz	JVN113_S268_L004_R2_001.fastq.gz	JVN113_S175_L003_R1_001.fastq.gz	JVN113_S175_L003_R2_001.fastq.gz	JVN113_S175_L002_R1_001.fastq.gz	JVN113_S175_L002_R2_001.fastq.gz	JVN113_S175_L001_R1_001.fastq.gz	JVN113_S175_L001_R2_001.fastq.gz		
JEP114	JVN114	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN114_S205_L002_R1_001.fastq.gz	JVN114_S205_L002_R2_001.fastq.gz	JVN114_S269_L004_R1_001.fastq.gz	JVN114_S269_L004_R2_001.fastq.gz	JVN114_S176_L003_R1_001.fastq.gz	JVN114_S176_L003_R2_001.fastq.gz	JVN114_S176_L002_R1_001.fastq.gz	JVN114_S176_L002_R2_001.fastq.gz	JVN114_S176_L001_R1_001.fastq.gz	JVN114_S176_L001_R2_001.fastq.gz	JVN114_S281_L001_R1_001.fastq.gz	JVN114_S281_L001_R2_001.fastq.gz
JEP115	JVN115	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN115_S206_L002_R1_001.fastq.gz	JVN115_S206_L002_R2_001.fastq.gz	JVN115_S270_L004_R1_001.fastq.gz	JVN115_S270_L004_R2_001.fastq.gz	JVN115_S177_L003_R1_001.fastq.gz	JVN115_S177_L003_R2_001.fastq.gz	JVN115_S177_L002_R1_001.fastq.gz	JVN115_S177_L002_R2_001.fastq.gz	JVN115_S177_L001_R1_001.fastq.gz	JVN115_S177_L001_R2_001.fastq.gz		
JEP116	JVN116	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN116_S207_L002_R1_001.fastq.gz	JVN116_S207_L002_R2_001.fastq.gz	JVN116_S271_L004_R1_001.fastq.gz	JVN116_S271_L004_R2_001.fastq.gz	JVN116_S178_L003_R1_001.fastq.gz	JVN116_S178_L003_R2_001.fastq.gz	JVN116_S178_L002_R1_001.fastq.gz	JVN116_S178_L002_R2_001.fastq.gz	JVN116_S178_L001_R1_001.fastq.gz	JVN116_S178_L001_R2_001.fastq.gz		
JEP117	JVN117	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN117_S208_L002_R1_001.fastq.gz	JVN117_S208_L002_R2_001.fastq.gz	JVN117_S272_L004_R1_001.fastq.gz	JVN117_S272_L004_R2_001.fastq.gz	JVN117_S179_L003_R1_001.fastq.gz	JVN117_S179_L003_R2_001.fastq.gz	JVN117_S179_L002_R1_001.fastq.gz	JVN117_S179_L002_R2_001.fastq.gz	JVN117_S179_L001_R1_001.fastq.gz	JVN117_S179_L001_R2_001.fastq.gz		
JEP118	JVN118	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN118_S209_L002_R1_001.fastq.gz	JVN118_S209_L002_R2_001.fastq.gz	JVN118_S273_L004_R1_001.fastq.gz	JVN118_S273_L004_R2_001.fastq.gz	JVN118_S180_L003_R1_001.fastq.gz	JVN118_S180_L003_R2_001.fastq.gz	JVN118_S180_L002_R1_001.fastq.gz	JVN118_S180_L002_R2_001.fastq.gz	JVN118_S180_L001_R1_001.fastq.gz	JVN118_S180_L001_R2_001.fastq.gz		
JEP119	JVN119	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN119_S210_L002_R1_001.fastq.gz	JVN119_S210_L002_R2_001.fastq.gz	JVN119_S274_L004_R1_001.fastq.gz	JVN119_S274_L004_R2_001.fastq.gz	JVN119_S181_L003_R1_001.fastq.gz	JVN119_S181_L003_R2_001.fastq.gz	JVN119_S181_L002_R1_001.fastq.gz	JVN119_S181_L002_R2_001.fastq.gz	JVN119_S181_L001_R1_001.fastq.gz	JVN119_S181_L001_R2_001.fastq.gz		
JEP12	JVN12	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN12_S143_L002_R1_001.fastq.gz	JVN12_S143_L002_R2_001.fastq.gz	JVN12_S207_L004_R1_001.fastq.gz	JVN12_S207_L004_R2_001.fastq.gz	JVN12_S114_L003_R1_001.fastq.gz	JVN12_S114_L003_R2_001.fastq.gz	JVN12_S114_L002_R1_001.fastq.gz	JVN12_S114_L002_R2_001.fastq.gz	JVN12_S114_L001_R1_001.fastq.gz	JVN12_S114_L001_R2_001.fastq.gz	JVN12_S325_L001_R1_001.fastq.gz	JVN12_S325_L001_R2_001.fastq.gz
JEP120	JVN120	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN120_S211_L002_R1_001.fastq.gz	JVN120_S211_L002_R2_001.fastq.gz	JVN120_S275_L004_R1_001.fastq.gz	JVN120_S275_L004_R2_001.fastq.gz	JVN120_S182_L003_R1_001.fastq.gz	JVN120_S182_L003_R2_001.fastq.gz	JVN120_S182_L002_R1_001.fastq.gz	JVN120_S182_L002_R2_001.fastq.gz	JVN120_S182_L001_R1_001.fastq.gz	JVN120_S182_L001_R2_001.fastq.gz		
JEP121	JVN121	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN121_S212_L002_R1_001.fastq.gz	JVN121_S212_L002_R2_001.fastq.gz	JVN121_S276_L004_R1_001.fastq.gz	JVN121_S276_L004_R2_001.fastq.gz	JVN121_S183_L003_R1_001.fastq.gz	JVN121_S183_L003_R2_001.fastq.gz	JVN121_S183_L002_R1_001.fastq.gz	JVN121_S183_L002_R2_001.fastq.gz	JVN121_S183_L001_R1_001.fastq.gz	JVN121_S183_L001_R2_001.fastq.gz		
JEP122	JVN122	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN122_S213_L002_R1_001.fastq.gz	JVN122_S213_L002_R2_001.fastq.gz	JVN122_S277_L004_R1_001.fastq.gz	JVN122_S277_L004_R2_001.fastq.gz	JVN122_S184_L003_R1_001.fastq.gz	JVN122_S184_L003_R2_001.fastq.gz	JVN122_S184_L002_R1_001.fastq.gz	JVN122_S184_L002_R2_001.fastq.gz	JVN122_S184_L001_R1_001.fastq.gz	JVN122_S184_L001_R2_001.fastq.gz		
JEP123	JVN123	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN123_S214_L002_R1_001.fastq.gz	JVN123_S214_L002_R2_001.fastq.gz	JVN123_S278_L004_R1_001.fastq.gz	JVN123_S278_L004_R2_001.fastq.gz	JVN123_S185_L003_R1_001.fastq.gz	JVN123_S185_L003_R2_001.fastq.gz	JVN123_S185_L002_R1_001.fastq.gz	JVN123_S185_L002_R2_001.fastq.gz	JVN123_S185_L001_R1_001.fastq.gz	JVN123_S185_L001_R2_001.fastq.gz		
JEP124	JVN124	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN124_S215_L002_R1_001.fastq.gz	JVN124_S215_L002_R2_001.fastq.gz	JVN124_S279_L004_R1_001.fastq.gz	JVN124_S279_L004_R2_001.fastq.gz	JVN124_S186_L003_R1_001.fastq.gz	JVN124_S186_L003_R2_001.fastq.gz	JVN124_S186_L002_R1_001.fastq.gz	JVN124_S186_L002_R2_001.fastq.gz	JVN124_S186_L001_R1_001.fastq.gz	JVN124_S186_L001_R2_001.fastq.gz		
JEP125	JVN125	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN125_S216_L002_R1_001.fastq.gz	JVN125_S216_L002_R2_001.fastq.gz	JVN125_S280_L004_R1_001.fastq.gz	JVN125_S280_L004_R2_001.fastq.gz	JVN125_S187_L003_R1_001.fastq.gz	JVN125_S187_L003_R2_001.fastq.gz	JVN125_S187_L002_R1_001.fastq.gz	JVN125_S187_L002_R2_001.fastq.gz	JVN125_S187_L001_R1_001.fastq.gz	JVN125_S187_L001_R2_001.fastq.gz		
JEP126	JVN126	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN126_S217_L002_R1_001.fastq.gz	JVN126_S217_L002_R2_001.fastq.gz	JVN126_S281_L004_R1_001.fastq.gz	JVN126_S281_L004_R2_001.fastq.gz	JVN126_S188_L003_R1_001.fastq.gz	JVN126_S188_L003_R2_001.fastq.gz	JVN126_S188_L002_R1_001.fastq.gz	JVN126_S188_L002_R2_001.fastq.gz	JVN126_S188_L001_R1_001.fastq.gz	JVN126_S188_L001_R2_001.fastq.gz		
JEP127	JVN127	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN127_S218_L002_R1_001.fastq.gz	JVN127_S218_L002_R2_001.fastq.gz	JVN127_S282_L004_R1_001.fastq.gz	JVN127_S282_L004_R2_001.fastq.gz	JVN127_S189_L003_R1_001.fastq.gz	JVN127_S189_L003_R2_001.fastq.gz	JVN127_S189_L002_R1_001.fastq.gz	JVN127_S189_L002_R2_001.fastq.gz	JVN127_S189_L001_R1_001.fastq.gz	JVN127_S189_L001_R2_001.fastq.gz		
JEP128	JVN128	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN128_S219_L002_R1_001.fastq.gz	JVN128_S219_L002_R2_001.fastq.gz	JVN128_S283_L004_R1_001.fastq.gz	JVN128_S283_L004_R2_001.fastq.gz	JVN128_S190_L003_R1_001.fastq.gz	JVN128_S190_L003_R2_001.fastq.gz	JVN128_S190_L002_R1_001.fastq.gz	JVN128_S190_L002_R2_001.fastq.gz	JVN128_S190_L001_R1_001.fastq.gz	JVN128_S190_L001_R2_001.fastq.gz		
JEP13	JVN13	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN13_S144_L002_R1_001.fastq.gz	JVN13_S144_L002_R2_001.fastq.gz	JVN13_S208_L004_R1_001.fastq.gz	JVN13_S208_L004_R2_001.fastq.gz	JVN13_S115_L003_R1_001.fastq.gz	JVN13_S115_L003_R2_001.fastq.gz	JVN13_S115_L002_R1_001.fastq.gz	JVN13_S115_L002_R2_001.fastq.gz	JVN13_S115_L001_R1_001.fastq.gz	JVN13_S115_L001_R2_001.fastq.gz		
JEP14	JVN14	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN14_S145_L002_R1_001.fastq.gz	JVN14_S145_L002_R2_001.fastq.gz	JVN14_S209_L004_R1_001.fastq.gz	JVN14_S209_L004_R2_001.fastq.gz	JVN14_S116_L003_R1_001.fastq.gz	JVN14_S116_L003_R2_001.fastq.gz	JVN14_S116_L002_R1_001.fastq.gz	JVN14_S116_L002_R2_001.fastq.gz	JVN14_S116_L001_R1_001.fastq.gz	JVN14_S116_L001_R2_001.fastq.gz		
JEP145	JVN145	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN145_S220_L002_R1_001.fastq.gz	JVN145_S220_L002_R2_001.fastq.gz	JVN145_S284_L004_R1_001.fastq.gz	JVN145_S284_L004_R2_001.fastq.gz	JVN145_S191_L003_R1_001.fastq.gz	JVN145_S191_L003_R2_001.fastq.gz	JVN145_S191_L002_R1_001.fastq.gz	JVN145_S191_L002_R2_001.fastq.gz	JVN145_S191_L001_R1_001.fastq.gz	JVN145_S191_L001_R2_001.fastq.gz	JVN145_S351_L001_R1_001.fastq.gz	JVN145_S351_L001_R2_001.fastq.gz
JEP146	JVN146	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN146_S221_L002_R1_001.fastq.gz	JVN146_S221_L002_R2_001.fastq.gz	JVN146_S285_L004_R1_001.fastq.gz	JVN146_S285_L004_R2_001.fastq.gz	JVN146_S192_L003_R1_001.fastq.gz	JVN146_S192_L003_R2_001.fastq.gz	JVN146_S192_L002_R1_001.fastq.gz	JVN146_S192_L002_R2_001.fastq.gz	JVN146_S192_L001_R1_001.fastq.gz	JVN146_S192_L001_R2_001.fastq.gz		
JEP147	JVN147	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN147_S222_L002_R1_001.fastq.gz	JVN147_S222_L002_R2_001.fastq.gz	JVN147_S286_L004_R1_001.fastq.gz	JVN147_S286_L004_R2_001.fastq.gz	JVN147_S193_L003_R1_001.fastq.gz	JVN147_S193_L003_R2_001.fastq.gz	JVN147_S193_L002_R1_001.fastq.gz	JVN147_S193_L002_R2_001.fastq.gz	JVN147_S193_L001_R1_001.fastq.gz	JVN147_S193_L001_R2_001.fastq.gz		
JEP148	JVN148	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN148_S223_L002_R1_001.fastq.gz	JVN148_S223_L002_R2_001.fastq.gz	JVN148_S287_L004_R1_001.fastq.gz	JVN148_S287_L004_R2_001.fastq.gz	JVN148_S194_L003_R1_001.fastq.gz	JVN148_S194_L003_R2_001.fastq.gz	JVN148_S194_L002_R1_001.fastq.gz	JVN148_S194_L002_R2_001.fastq.gz	JVN148_S194_L001_R1_001.fastq.gz	JVN148_S194_L001_R2_001.fastq.gz		
JEP149	JVN149	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN149_S224_L002_R1_001.fastq.gz	JVN149_S224_L002_R2_001.fastq.gz	JVN149_S288_L004_R1_001.fastq.gz	JVN149_S288_L004_R2_001.fastq.gz	JVN149_S195_L003_R1_001.fastq.gz	JVN149_S195_L003_R2_001.fastq.gz	JVN149_S195_L002_R1_001.fastq.gz	JVN149_S195_L002_R2_001.fastq.gz	JVN149_S195_L001_R1_001.fastq.gz	JVN149_S195_L001_R2_001.fastq.gz		
JEP15	JVN15	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN15_S146_L002_R1_001.fastq.gz	JVN15_S146_L002_R2_001.fastq.gz	JVN15_S210_L004_R1_001.fastq.gz	JVN15_S210_L004_R2_001.fastq.gz	JVN15_S117_L003_R1_001.fastq.gz	JVN15_S117_L003_R2_001.fastq.gz	JVN15_S117_L002_R1_001.fastq.gz	JVN15_S117_L002_R2_001.fastq.gz	JVN15_S117_L001_R1_001.fastq.gz	JVN15_S117_L001_R2_001.fastq.gz		
JEP150	JVN150	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN150_S225_L002_R1_001.fastq.gz	JVN150_S225_L002_R2_001.fastq.gz	JVN150_S289_L004_R1_001.fastq.gz	JVN150_S289_L004_R2_001.fastq.gz	JVN150_S196_L003_R1_001.fastq.gz	JVN150_S196_L003_R2_001.fastq.gz	JVN150_S196_L002_R1_001.fastq.gz	JVN150_S196_L002_R2_001.fastq.gz	JVN150_S196_L001_R1_001.fastq.gz	JVN150_S196_L001_R2_001.fastq.gz		
JEP151	JVN151	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN151_S226_L002_R1_001.fastq.gz	JVN151_S226_L002_R2_001.fastq.gz	JVN151_S290_L004_R1_001.fastq.gz	JVN151_S290_L004_R2_001.fastq.gz	JVN151_S197_L003_R1_001.fastq.gz	JVN151_S197_L003_R2_001.fastq.gz	JVN151_S197_L002_R1_001.fastq.gz	JVN151_S197_L002_R2_001.fastq.gz	JVN151_S197_L001_R1_001.fastq.gz	JVN151_S197_L001_R2_001.fastq.gz		
JEP152	JVN152	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN152_S227_L002_R1_001.fastq.gz	JVN152_S227_L002_R2_001.fastq.gz	JVN152_S291_L004_R1_001.fastq.gz	JVN152_S291_L004_R2_001.fastq.gz	JVN152_S198_L003_R1_001.fastq.gz	JVN152_S198_L003_R2_001.fastq.gz	JVN152_S198_L002_R1_001.fastq.gz	JVN152_S198_L002_R2_001.fastq.gz	JVN152_S198_L001_R1_001.fastq.gz	JVN152_S198_L001_R2_001.fastq.gz		
JEP16	JVN16	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN16_S147_L002_R1_001.fastq.gz	JVN16_S147_L002_R2_001.fastq.gz	JVN16_S211_L004_R1_001.fastq.gz	JVN16_S211_L004_R2_001.fastq.gz	JVN16_S118_L003_R1_001.fastq.gz	JVN16_S118_L003_R2_001.fastq.gz	JVN16_S118_L002_R1_001.fastq.gz	JVN16_S118_L002_R2_001.fastq.gz	JVN16_S118_L001_R1_001.fastq.gz	JVN16_S118_L001_R2_001.fastq.gz		
JEP161	JVN161	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN161_S228_L002_R1_001.fastq.gz	JVN161_S228_L002_R2_001.fastq.gz	JVN161_S292_L004_R1_001.fastq.gz	JVN161_S292_L004_R2_001.fastq.gz	JVN161_S199_L003_R1_001.fastq.gz	JVN161_S199_L003_R2_001.fastq.gz	JVN161_S199_L002_R1_001.fastq.gz	JVN161_S199_L002_R2_001.fastq.gz	JVN161_S199_L001_R1_001.fastq.gz	JVN161_S199_L001_R2_001.fastq.gz		
JEP162	JVN162	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN162_S229_L002_R1_001.fastq.gz	JVN162_S229_L002_R2_001.fastq.gz	JVN162_S293_L004_R1_001.fastq.gz	JVN162_S293_L004_R2_001.fastq.gz	JVN162_S200_L003_R1_001.fastq.gz	JVN162_S200_L003_R2_001.fastq.gz	JVN162_S200_L002_R1_001.fastq.gz	JVN162_S200_L002_R2_001.fastq.gz	JVN162_S200_L001_R1_001.fastq.gz	JVN162_S200_L001_R2_001.fastq.gz		
JEP163	JVN163	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN163_S230_L002_R1_001.fastq.gz	JVN163_S230_L002_R2_001.fastq.gz	JVN163_S294_L004_R1_001.fastq.gz	JVN163_S294_L004_R2_001.fastq.gz	JVN163_S201_L003_R1_001.fastq.gz	JVN163_S201_L003_R2_001.fastq.gz	JVN163_S201_L002_R1_001.fastq.gz	JVN163_S201_L002_R2_001.fastq.gz	JVN163_S201_L001_R1_001.fastq.gz	JVN163_S201_L001_R2_001.fastq.gz		
JEP164	JVN164	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN164_S231_L002_R1_001.fastq.gz	JVN164_S231_L002_R2_001.fastq.gz	JVN164_S295_L004_R1_001.fastq.gz	JVN164_S295_L004_R2_001.fastq.gz	JVN164_S202_L003_R1_001.fastq.gz	JVN164_S202_L003_R2_001.fastq.gz	JVN164_S202_L002_R1_001.fastq.gz	JVN164_S202_L002_R2_001.fastq.gz	JVN164_S202_L001_R1_001.fastq.gz	JVN164_S202_L001_R2_001.fastq.gz		
JEP165	JVN165	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN165_S232_L002_R1_001.fastq.gz	JVN165_S232_L002_R2_001.fastq.gz	JVN165_S296_L004_R1_001.fastq.gz	JVN165_S296_L004_R2_001.fastq.gz	JVN165_S203_L003_R1_001.fastq.gz	JVN165_S203_L003_R2_001.fastq.gz	JVN165_S203_L002_R1_001.fastq.gz	JVN165_S203_L002_R2_001.fastq.gz	JVN165_S203_L001_R1_001.fastq.gz	JVN165_S203_L001_R2_001.fastq.gz		
JEP166	JVN166	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN166_S233_L002_R1_001.fastq.gz	JVN166_S233_L002_R2_001.fastq.gz	JVN166_S297_L004_R1_001.fastq.gz	JVN166_S297_L004_R2_001.fastq.gz	JVN166_S204_L003_R1_001.fastq.gz	JVN166_S204_L003_R2_001.fastq.gz	JVN166_S204_L002_R1_001.fastq.gz	JVN166_S204_L002_R2_001.fastq.gz	JVN166_S204_L001_R1_001.fastq.gz	JVN166_S204_L001_R2_001.fastq.gz		
